update,total_loss,policy_loss,value_loss,entropy
1,0.015,0.0001,0.0574,1.3798
2,0.0222,0.0004,0.0711,1.3799
3,0.0184,-0.0002,0.0648,1.3805
4,0.0128,-0.0,0.0533,1.3814
5,0.0121,-0.0003,0.0526,1.3812
6,0.0003,-0.0001,0.0286,1.3804
7,0.0026,0.0001,0.0326,1.3812
8,-0.0013,-0.0011,0.0272,1.3813
9,-0.0038,-0.0,0.0202,1.3815
10,-0.0125,-0.0015,0.0056,1.3816
11,0.0105,-0.0002,0.0488,1.3819
12,0.0198,0.0006,0.0661,1.3818
13,0.0196,0.0008,0.0653,1.3821
14,0.0289,0.0005,0.0846,1.3823
15,0.0302,0.0003,0.0876,1.3822
16,0.0199,0.0003,0.0669,1.3822
17,0.0228,-0.0007,0.0746,1.3825
18,0.0222,0.0001,0.0718,1.3828
19,0.0195,-0.0003,0.0671,1.3822
20,-0.0094,0.0007,0.0075,1.3819
21,0.0159,-0.0007,0.0609,1.3821
22,0.0207,-0.0005,0.07,1.3816
23,0.0155,-0.0003,0.0594,1.3816
24,0.0187,-0.0003,0.0656,1.3817
25,0.0293,0.0005,0.0853,1.3819
26,0.0338,-0.0001,0.0954,1.3819
27,0.0388,-0.0002,0.1056,1.382
28,0.0276,-0.0004,0.0838,1.3814
29,0.0197,0.0004,0.0661,1.3815
30,-0.0097,0.0018,0.0047,1.3813
31,0.0228,0.0003,0.0727,1.3817
32,0.034,0.0006,0.0944,1.3806
33,0.0136,-0.0,0.0549,1.3808
34,0.0109,0.0002,0.049,1.3808
35,0.0368,-0.0,0.1012,1.3803
36,0.0088,-0.0009,0.0469,1.3792
37,0.0109,-0.0005,0.0503,1.3792
38,0.009,0.0003,0.045,1.378
39,0.0205,-0.001,0.0706,1.3788
40,-0.0059,-0.0024,0.0206,1.379
41,0.021,-0.0001,0.0698,1.3793
42,0.0101,0.0003,0.047,1.3781
43,-0.0043,0.0002,0.0184,1.3772
44,0.0073,-0.0004,0.043,1.3772
45,0.006,0.0003,0.039,1.3772
46,-0.0018,-0.0002,0.0243,1.3774
47,0.0015,-0.0003,0.0312,1.3762
48,0.0003,0.0002,0.0276,1.3766
49,0.001,-0.0014,0.0324,1.3767
50,-0.0137,-0.0022,0.0044,1.3754
51,0.0091,-0.0003,0.0464,1.378
52,0.0063,-0.0005,0.0411,1.3765
53,0.0049,-0.0004,0.0381,1.377
54,0.014,0.0003,0.0549,1.3769
55,-0.0011,0.0003,0.0246,1.3753
56,-0.0049,0.0004,0.0169,1.3743
57,-0.0057,0.0009,0.0143,1.3737
58,-0.0027,-0.0002,0.0224,1.3734
59,-0.0074,-0.0012,0.015,1.3742
60,-0.0125,-0.0007,0.0039,1.3727
61,0.0052,0.0004,0.0371,1.3765
62,0.0152,0.0002,0.0576,1.3753
63,-0.0057,-0.0002,0.0165,1.3742
64,0.0178,-0.0002,0.0634,1.3736
65,0.0138,-0.0002,0.0554,1.3747
66,0.0248,0.0009,0.0752,1.3745
67,0.0214,0.0008,0.0686,1.3738
68,0.0142,-0.0008,0.0575,1.3729
69,0.0009,-0.0008,0.0308,1.3704
70,-0.0107,0.0011,0.0039,1.3701
71,0.0064,0.0003,0.0397,1.3734
72,0.0062,-0.0002,0.0403,1.3702
73,0.0125,-0.0007,0.0538,1.3718
74,0.0055,-0.0007,0.0398,1.3713
75,-0.0025,-0.0006,0.0235,1.3702
76,-0.0012,0.001,0.0228,1.3688
77,-0.0024,-0.0002,0.0229,1.3693
78,-0.0026,0.0012,0.0198,1.3693
79,0.0089,0.0001,0.0448,1.3698
80,-0.0094,0.0008,0.007,1.3696
81,0.0059,-0.0008,0.0408,1.3723
82,0.007,0.0012,0.039,1.3698
83,0.0015,0.0009,0.0286,1.3683
84,0.0059,0.0013,0.0366,1.3679
85,0.0313,0.0002,0.0896,1.3696
86,0.0233,0.0,0.0739,1.3701
87,0.0167,0.0007,0.0595,1.37
88,0.0024,0.0001,0.0319,1.3673
89,0.0053,0.0002,0.0374,1.3675
90,-0.01,0.0008,0.0057,1.3649
91,0.0132,-0.0006,0.0551,1.3692
92,0.0141,0.0004,0.0548,1.367
93,0.0081,-0.0011,0.0459,1.3681
94,0.0164,0.0011,0.058,1.3704
95,0.0505,-0.0001,0.1286,1.3721
96,0.0403,-0.0006,0.109,1.3684
97,-0.005,0.0004,0.0164,1.3648
98,0.0161,0.0016,0.0565,1.3665
99,0.0165,-0.0002,0.0608,1.3702
100,-0.0099,0.0011,0.0052,1.3689
101,0.0215,0.0,0.0704,1.3684
102,0.0172,0.0,0.0616,1.3677
103,0.0035,-0.0011,0.0365,1.3666
104,0.0085,0.0001,0.0442,1.367
105,0.0007,-0.0004,0.0295,1.365
106,-0.002,0.0007,0.0218,1.3636
107,-0.0033,0.0001,0.0204,1.3617
108,0.003,0.0002,0.0329,1.3627
109,-0.0027,0.0009,0.0202,1.3637
110,-0.0101,0.0003,0.0063,1.3644
111,0.0116,-0.0005,0.0516,1.3667
112,0.0083,0.0006,0.0426,1.3661
113,0.0501,-0.0,0.1275,1.3666
114,0.0712,0.0003,0.1691,1.3682
115,0.018,0.0002,0.063,1.3688
116,0.0118,0.0,0.0509,1.3662
117,-0.004,-0.0007,0.0208,1.366
118,0.003,0.0004,0.0325,1.3665
119,0.0024,0.0002,0.0317,1.3658
120,-0.0128,-0.0018,0.0053,1.3625
121,0.0096,-0.0002,0.047,1.3655
122,0.0149,0.0004,0.0564,1.365
123,0.0273,0.0006,0.0807,1.3659
124,0.0541,-0.0003,0.1363,1.3701
125,0.0504,0.0008,0.1267,1.3736
126,0.0638,-0.0004,0.1558,1.3714
127,0.0336,-0.0008,0.0962,1.3712
128,0.0297,0.0001,0.0867,1.3703
129,0.0301,0.0002,0.0872,1.3706
130,-0.0071,0.0021,0.009,1.3693
131,0.0134,-0.0006,0.0553,1.3661
132,0.0056,0.0008,0.0369,1.3649
133,0.0404,-0.0015,0.111,1.3646
134,0.0566,-0.0,0.1406,1.3676
135,0.0353,-0.0008,0.0996,1.3696
136,0.0243,0.0013,0.0734,1.3677
137,0.0149,-0.0007,0.0584,1.3654
138,0.0062,0.0006,0.0386,1.3624
139,0.0045,-0.0007,0.0376,1.3632
140,-0.0078,0.0043,0.0031,1.3616
141,0.0212,0.0011,0.0675,1.367
142,0.0128,-0.001,0.0548,1.3661
143,-0.0004,-0.0,0.0266,1.3652
144,0.0215,-0.0005,0.0714,1.3699
145,0.0235,0.0006,0.0732,1.3672
146,0.0345,0.0011,0.0941,1.3676
147,0.0275,0.0004,0.0816,1.3713
148,0.005,-0.0005,0.0383,1.3658
149,0.0063,-0.0006,0.0411,1.3661
150,-0.0113,-0.0,0.0047,1.3638
151,0.0147,0.0008,0.0553,1.3677
152,0.01,-0.0004,0.048,1.3647
153,0.0406,0.001,0.1066,1.3661
154,0.0642,0.0011,0.1538,1.3694
155,0.0545,0.0002,0.1362,1.372
156,0.0593,0.0005,0.1451,1.3743
157,0.0533,0.001,0.1319,1.3739
158,0.057,0.0018,0.1378,1.3736
159,0.0348,-0.0008,0.0986,1.3723
160,-0.0067,-0.0013,0.0166,1.368
161,0.0154,0.0005,0.0572,1.3662
162,0.0155,0.0005,0.0571,1.3648
163,0.0038,0.0013,0.0324,1.3653
164,0.0457,-0.0006,0.12,1.37
165,0.0318,-0.0,0.0911,1.37
166,0.0269,0.001,0.079,1.3655
167,0.0232,0.0004,0.0729,1.3676
168,0.0073,0.001,0.0398,1.3655
169,0.0408,-0.0002,0.1094,1.3691
170,-0.0071,-0.0026,0.0184,1.3674
171,0.0245,-0.0002,0.0768,1.3644
172,0.0231,-0.0001,0.0737,1.3652
173,0.0142,0.0005,0.0546,1.3639
174,0.025,-0.0007,0.0786,1.3655
175,0.0056,-0.0,0.0385,1.3672
176,0.0148,0.0008,0.0555,1.3667
177,0.0107,-0.0007,0.0501,1.3675
178,0.0051,0.0003,0.0369,1.3639
179,0.0149,0.0011,0.055,1.3643
180,-0.0103,0.0001,0.0064,1.3617
181,0.0136,0.0007,0.0531,1.3638
182,0.0194,0.0014,0.0634,1.3648
183,0.0209,-0.0005,0.07,1.3647
184,0.0175,0.0004,0.0616,1.3667
185,0.0004,0.0006,0.0267,1.3638
186,0.0119,0.0007,0.0498,1.3667
187,0.0163,0.0004,0.0591,1.365
188,0.0072,-0.0005,0.0427,1.3602
189,0.0104,0.0011,0.0458,1.3599
190,-0.0201,-0.0099,0.0067,1.3585
191,0.0187,0.0007,0.0634,1.3626
192,0.0167,-0.001,0.0627,1.3616
193,0.0005,0.0008,0.0268,1.3644
194,0.0257,-0.0,0.0789,1.3725
195,0.036,0.0007,0.0982,1.3734
196,0.0242,-0.0003,0.0764,1.3684
197,0.0038,-0.0004,0.0357,1.3622
198,0.0151,0.0002,0.0571,1.3617
199,0.0042,-0.001,0.0376,1.3612
200,-0.0056,0.0063,0.0034,1.3575
201,0.0192,-0.0003,0.0662,1.3607
202,0.0261,-0.0008,0.0811,1.3617
203,0.0362,-0.0005,0.1006,1.3633
204,0.0336,-0.0007,0.096,1.367
205,0.0094,0.0011,0.0439,1.3645
206,0.0136,0.0009,0.0527,1.3663
207,0.0624,0.0002,0.1518,1.3702
208,0.066,0.0009,0.1578,1.3732
209,0.0628,-0.0008,0.1546,1.374
210,-0.0033,0.0043,0.0122,1.3749
211,0.0202,-0.0011,0.0697,1.3614
212,0.0301,0.0008,0.0857,1.361
213,0.0045,0.0009,0.0345,1.3602
214,0.0238,-0.0003,0.0756,1.3645
215,0.0323,0.0003,0.0913,1.3656
216,0.007,-0.0007,0.0425,1.3594
217,0.0026,0.0013,0.0298,1.3567
218,0.0148,0.0001,0.0566,1.3626
219,0.0618,-0.0,0.1511,1.3698
220,-0.0063,-0.0023,0.0191,1.3579
221,0.0253,-0.0006,0.079,1.3614
222,0.0306,-0.0002,0.0887,1.3635
223,0.0302,0.0002,0.0872,1.3624
224,0.0219,0.0002,0.0707,1.3639
225,0.0154,0.0002,0.0576,1.3619
226,0.0201,-0.0007,0.0687,1.3604
227,0.0151,-0.0003,0.058,1.361
228,0.0104,0.0004,0.0471,1.3588
229,0.0099,-0.0005,0.0479,1.3598
230,-0.0103,-0.0021,0.0108,1.3578
231,0.0285,-0.0002,0.0845,1.3602
232,0.01,0.0001,0.0471,1.3598
233,-0.0035,-0.0005,0.021,1.3573
234,0.0284,0.0014,0.0813,1.3676
235,0.0364,0.0001,0.0999,1.3669
236,0.0205,-0.0003,0.0689,1.3608
237,0.0056,-0.001,0.0403,1.3593
238,0.0136,0.0009,0.0526,1.3586
239,0.0178,0.001,0.0607,1.3601
240,-0.0091,0.0002,0.0085,1.3575
241,0.0183,0.0004,0.0629,1.359
242,0.0094,-0.0004,0.0467,1.3583
243,-0.0026,-0.0001,0.0222,1.3593
244,0.0194,0.0005,0.065,1.3636
245,0.0339,-0.0003,0.0956,1.3652
246,0.0286,-0.0004,0.0853,1.3631
247,0.0076,-0.0008,0.0439,1.3595
248,-0.0006,-0.0011,0.028,1.3584
249,0.0,-0.0,0.0273,1.357
250,-0.0071,0.0042,0.0047,1.3565
251,0.0241,0.001,0.0733,1.359
252,0.0173,-0.0004,0.0625,1.3601
253,0.0241,0.0006,0.0742,1.3588
254,0.0332,0.0009,0.0917,1.3621
255,0.0084,-0.0004,0.0449,1.3609
256,0.0078,-0.0002,0.0433,1.3619
257,0.0358,0.0001,0.0987,1.3655
258,0.024,0.0005,0.0742,1.3604
259,0.0081,-0.0008,0.0448,1.3582
260,-0.0105,-0.0009,0.0079,1.3546
261,0.0131,0.0006,0.052,1.3573
262,0.0173,0.0011,0.0595,1.357
263,0.0127,0.0011,0.0504,1.3603
264,0.0158,-0.0019,0.0627,1.3669
265,0.0271,0.001,0.0796,1.3687
266,0.006,0.0011,0.0372,1.371
267,0.0395,-0.0009,0.108,1.3681
268,0.016,-0.0007,0.0606,1.3576
269,0.0066,0.0011,0.0382,1.3525
270,-0.0084,0.0014,0.0075,1.3511
271,0.0215,0.0,0.07,1.3554
272,0.0189,-0.0003,0.0656,1.357
273,-0.0012,0.0002,0.0243,1.3543
274,0.0303,-0.0006,0.089,1.3618
275,0.0437,-0.0001,0.1148,1.3633
276,0.0441,-0.0008,0.1171,1.36
277,0.0191,-0.0005,0.0664,1.3569
278,0.019,0.0007,0.0639,1.3556
279,0.0152,-0.0015,0.0606,1.3633
280,-0.0009,0.0075,0.0104,1.3583
281,0.0273,-0.0006,0.0829,1.3554
282,0.0372,-0.0006,0.1028,1.3581
283,0.0442,0.0001,0.1153,1.3574
284,0.0229,-0.0001,0.0731,1.3563
285,0.0049,0.0007,0.0354,1.3527
286,0.0227,-0.0007,0.0739,1.3583
287,0.0662,0.0003,0.1592,1.3657
288,0.0417,-0.0013,0.1131,1.36
289,0.008,-0.0011,0.0453,1.3598
290,-0.004,0.0069,0.0054,1.3595
291,0.0183,0.0003,0.0631,1.3541
292,0.0214,0.0004,0.0692,1.354
293,0.0169,-0.0016,0.0642,1.3553
294,0.0223,-0.001,0.0737,1.3596
295,0.0438,-0.0003,0.1156,1.3627
296,0.0368,0.0001,0.1006,1.3579
297,0.0156,-0.0001,0.0585,1.3549
298,0.0119,0.0007,0.0494,1.3513
299,0.001,-0.0005,0.0301,1.3509
300,-0.0053,0.0048,0.0069,1.3487
301,0.0222,0.0,0.0714,1.353
302,0.0267,0.0004,0.0796,1.3543
303,0.0219,0.0005,0.0699,1.3564
304,0.0251,0.0002,0.077,1.3595
305,0.0272,-0.0002,0.0821,1.3594
306,0.0098,-0.0005,0.0478,1.3541
307,0.0103,0.0008,0.0461,1.3525
308,0.003,-0.0002,0.0334,1.3519
309,0.0085,-0.0011,0.0463,1.3526
310,-0.0108,-0.0018,0.0092,1.3511
311,0.0262,0.0003,0.079,1.3546
312,0.0256,0.0002,0.0781,1.3552
313,0.0143,-0.0011,0.0579,1.357
314,0.0142,0.0007,0.0541,1.3577
315,0.0287,0.0007,0.0831,1.3566
316,0.0613,0.0011,0.1475,1.3581
317,0.021,-0.0006,0.0703,1.3581
318,0.0112,0.0009,0.0477,1.3547
319,0.0309,-0.0002,0.0893,1.3549
320,-0.0058,0.0005,0.0143,1.3539
321,0.0142,-0.0003,0.0562,1.3551
322,0.0137,0.0004,0.0537,1.3549
323,0.0184,0.0015,0.0609,1.3544
324,0.0059,-0.0,0.039,1.3535
325,0.0025,0.0007,0.0307,1.3534
326,0.0112,-0.0011,0.0517,1.3582
327,0.0528,0.0017,0.1295,1.3605
328,0.0139,0.0002,0.0545,1.3531
329,0.0098,0.0006,0.0455,1.3522
330,-0.0019,0.0029,0.0175,1.352
331,0.0293,0.0,0.0856,1.3537
332,0.0254,-0.0005,0.0789,1.3545
333,0.039,-0.0013,0.1076,1.3544
334,0.0403,-0.0004,0.1086,1.3542
335,0.0031,-0.0014,0.036,1.3535
336,0.013,-0.0002,0.0536,1.3568
337,0.0347,0.0003,0.096,1.3582
338,0.0092,-0.0008,0.0471,1.3508
339,0.0042,-0.0002,0.0358,1.3504
340,-0.0104,-0.0009,0.0079,1.3472
341,0.0143,0.0003,0.0551,1.3501
342,0.0262,-0.0001,0.0797,1.3509
343,0.033,-0.0001,0.0931,1.3519
344,0.0414,0.0003,0.1093,1.3512
345,0.009,-0.0004,0.0459,1.3508
346,0.0149,-0.0011,0.0591,1.3511
347,0.0209,0.0002,0.0684,1.3521
348,0.0062,-0.0005,0.0403,1.3476
349,0.0055,0.0002,0.0376,1.3482
350,-0.0125,-0.0034,0.0088,1.3482
351,0.0229,0.0004,0.0721,1.3501
352,0.036,0.0004,0.0982,1.3514
353,-0.0025,0.0003,0.0214,1.351
354,0.0217,-0.0002,0.071,1.3565
355,0.0231,-0.0006,0.0746,1.3559
356,0.0119,0.0006,0.0497,1.3489
357,0.0076,0.0007,0.0407,1.3495
358,0.0059,0.0009,0.037,1.3503
359,0.0323,0.0005,0.0907,1.355
360,0.0034,0.0009,0.0319,1.3502
361,0.0138,-0.0012,0.0569,1.3471
362,0.0047,-0.0018,0.04,1.3455
363,-0.002,-0.0004,0.0235,1.3447
364,0.0168,-0.0008,0.0621,1.3492
365,-0.0011,-0.0002,0.025,1.3503
366,0.006,-0.0001,0.0393,1.3512
367,0.0142,0.0008,0.0537,1.3494
368,-0.0022,-0.0012,0.025,1.3485
369,0.0032,-0.0013,0.0361,1.3457
370,-0.0155,-0.0035,0.0029,1.3437
371,0.0148,0.0003,0.0561,1.3449
372,0.0116,0.0004,0.0493,1.3445
373,0.0034,-0.0008,0.0353,1.3425
374,0.0136,0.0008,0.0523,1.3445
375,-0.0002,-0.0008,0.028,1.3434
376,-0.0002,0.0009,0.0246,1.3436
377,-0.0007,0.0005,0.0244,1.342
378,0.0002,0.0003,0.0267,1.3426
379,0.0204,0.0002,0.0671,1.3433
380,-0.0051,0.0019,0.0128,1.3437
381,0.023,0.0,0.0728,1.3434
382,0.0194,0.0001,0.0656,1.344
383,0.0207,-0.0005,0.0691,1.3436
384,0.0101,0.0001,0.047,1.342
385,-0.0013,0.0006,0.0229,1.3412
386,-0.0014,-0.0008,0.0257,1.342
387,0.0002,0.0002,0.027,1.3425
388,0.0088,0.0008,0.0428,1.348
389,0.0507,0.0016,0.1253,1.3519
390,-0.0059,0.0012,0.0126,1.3415
391,0.013,0.0002,0.0526,1.3423
392,0.0064,0.0003,0.039,1.3419
393,0.0139,-0.0008,0.0562,1.3432
394,0.0202,0.0006,0.0661,1.3459
395,0.0178,0.0004,0.0618,1.3436
396,0.0062,-0.0,0.0392,1.34
397,0.0025,0.0004,0.031,1.3405
398,0.0096,0.0013,0.0434,1.3409
399,0.0434,0.0011,0.1117,1.3467
400,-0.0014,0.0041,0.016,1.347
401,0.0162,0.0003,0.0586,1.3422
402,0.0333,-0.0006,0.0947,1.3447
403,0.0082,0.0006,0.0422,1.3464
404,0.0151,0.0001,0.0569,1.351
405,0.0412,0.0001,0.1093,1.3521
406,0.0306,-0.0,0.0882,1.3466
407,0.0384,-0.0015,0.1069,1.3493
408,0.0398,0.0014,0.104,1.3548
409,0.0477,0.0009,0.1207,1.3531
410,-0.0114,-0.0013,0.0066,1.3456
411,0.0163,0.0001,0.0592,1.3419
412,0.015,-0.0005,0.0579,1.3412
413,0.0303,0.0,0.0875,1.3435
414,0.0373,0.0002,0.1012,1.3461
415,0.0309,-0.0001,0.089,1.3459
416,0.0101,-0.001,0.0492,1.3482
417,0.0517,-0.0,0.1304,1.3485
418,0.0355,-0.0005,0.099,1.3445
419,0.0227,0.0007,0.0707,1.3406
420,-0.0022,0.0019,0.0186,1.3382
421,0.0287,0.0002,0.0838,1.3415
422,0.0196,-0.0008,0.0676,1.3425
423,-0.0002,-0.0008,0.0278,1.3383
424,0.0222,0.0006,0.0701,1.3408
425,0.0601,-0.0006,0.1482,1.348
426,0.0436,-0.0003,0.1148,1.3541
427,0.0295,0.0001,0.0858,1.3522
428,0.0026,-0.0013,0.0347,1.3497
429,0.0345,0.0011,0.0938,1.3482
430,-0.0017,0.0006,0.0224,1.3444
431,0.0199,0.0001,0.0663,1.3392
432,0.0302,-0.0001,0.0873,1.3397
433,0.0555,0.0003,0.1373,1.3422
434,0.0519,0.0007,0.1294,1.3495
435,0.043,0.0006,0.1117,1.35
436,0.0397,0.0003,0.1057,1.3433
437,0.0429,-0.0002,0.113,1.3406
438,0.0697,0.0018,0.1628,1.3478
439,0.0605,-0.0003,0.1488,1.3526
440,-0.0041,0.001,0.0168,1.3486
441,0.0093,-0.0003,0.0458,1.3363
442,0.0235,-0.001,0.0758,1.337
443,0.0601,0.0002,0.1466,1.3403
444,0.0419,0.0002,0.1104,1.3481
445,0.0575,0.0002,0.1416,1.345
446,0.0366,-0.0004,0.1009,1.3424
447,0.0137,0.0017,0.0508,1.337
448,0.0194,0.0007,0.0641,1.3362
449,0.0396,0.0002,0.1057,1.338
450,-0.0051,-0.002,0.0206,1.3386
451,0.0259,-0.0007,0.0798,1.3362
452,0.0346,-0.0006,0.0972,1.3372
453,0.0341,-0.0006,0.0962,1.3367
454,0.0365,0.0009,0.098,1.3377
455,0.0212,0.0004,0.0684,1.3351
456,0.0182,-0.0016,0.0663,1.3379
457,0.0735,0.0002,0.1736,1.3428
458,0.0045,0.001,0.0335,1.3321
459,0.0039,-0.0007,0.0359,1.332
460,-0.0098,-0.0001,0.0072,1.3304
461,0.0081,-0.001,0.0448,1.3323
462,0.0079,-0.0011,0.0446,1.3319
463,0.002,-0.0015,0.0336,1.3309
464,0.01,-0.0004,0.0475,1.3356
465,0.0186,0.0006,0.0627,1.3357
466,0.0181,-0.0007,0.0641,1.3334
467,0.0213,-0.0007,0.0709,1.3366
468,0.0347,0.0011,0.0941,1.3386
469,0.0278,-0.0005,0.0833,1.3351
470,-0.0103,0.0008,0.0043,1.3274
471,0.0175,0.0002,0.0613,1.3296
472,0.0235,-0.0005,0.0746,1.3305
473,0.0004,-0.0,0.0275,1.3299
474,0.0292,-0.0015,0.0882,1.338
475,0.045,-0.0001,0.1169,1.3419
476,0.0114,0.0005,0.0485,1.3313
477,0.0075,-0.0002,0.042,1.3276
478,0.0136,0.0018,0.05,1.3267
479,0.0072,-0.0,0.0412,1.3317
480,-0.0137,-0.0057,0.0106,1.3326
481,0.0199,0.0004,0.0656,1.3279
482,0.0045,-0.0006,0.0368,1.3276
483,0.0569,-0.0003,0.1409,1.3287
484,0.0591,0.0007,0.1435,1.3392
485,0.0476,0.0005,0.121,1.3388
486,0.0294,0.0006,0.0841,1.3316
487,0.0145,0.0006,0.0545,1.3284
488,0.0033,0.0012,0.0306,1.324
489,0.0322,0.0005,0.0898,1.3239
490,-0.0098,-0.0009,0.0088,1.3244
491,0.0093,-0.0002,0.0455,1.3233
492,0.0136,0.0002,0.0533,1.3245
493,0.0184,-0.0003,0.0639,1.3254
494,0.0123,0.0006,0.0498,1.3255
495,0.019,-0.0003,0.0651,1.3259
496,0.0216,0.0004,0.0688,1.3265
497,0.0137,0.0005,0.0528,1.3242
498,0.0203,-0.0007,0.0686,1.325
499,0.0109,0.0008,0.0467,1.3256
500,-0.0117,-0.0025,0.0079,1.3233
501,0.0152,0.0002,0.0565,1.3224
502,0.0141,0.0002,0.0542,1.3235
503,0.0139,0.0017,0.0508,1.3214
504,0.0054,0.0002,0.0369,1.3223
505,0.0059,0.0017,0.0349,1.3202
506,0.0084,0.0018,0.0398,1.3269
507,0.0058,-0.0004,0.0388,1.3238
508,0.0081,0.0006,0.0416,1.3261
509,0.0275,-0.0012,0.0839,1.3252
510,-0.0094,-0.002,0.0117,1.3224
511,0.0063,-0.0009,0.0408,1.3227
512,0.0044,-0.0001,0.0353,1.3227
513,0.0106,-0.0,0.0476,1.3223
514,0.0194,0.0002,0.0651,1.3319
515,0.0089,-0.0008,0.0459,1.3278
516,0.0103,0.0005,0.0459,1.3219
517,0.0052,0.0003,0.0362,1.3218
518,0.0059,-0.0002,0.0386,1.3242
519,0.039,0.0002,0.1041,1.3306
520,-0.007,0.0002,0.0121,1.3224
521,0.0156,0.0,0.0576,1.3199
522,0.0139,-0.0002,0.0545,1.3209
523,0.0067,0.0001,0.0395,1.3209
524,0.0063,0.0001,0.0389,1.3205
525,-0.001,0.0005,0.0235,1.3194
526,-0.006,-0.0027,0.0197,1.3195
527,0.0488,-0.0011,0.1262,1.3193
528,0.0463,0.0001,0.1188,1.328
529,0.0549,0.0006,0.1354,1.3343
530,-0.0056,0.0009,0.0137,1.3321
531,0.0109,0.0001,0.0481,1.3182
532,0.0138,-0.0002,0.0543,1.32
533,0.0083,-0.0004,0.0439,1.3177
534,0.0083,0.0007,0.0415,1.3177
535,-0.0026,-0.0019,0.0249,1.3175
536,0.0127,0.0025,0.0468,1.3236
537,0.0119,0.0002,0.0498,1.3251
538,0.0029,-0.0015,0.0353,1.3201
539,0.0191,0.0006,0.0636,1.326
540,-0.0081,-0.0005,0.0112,1.3166
541,0.0108,0.0,0.0478,1.3165
542,0.0099,-0.0004,0.0469,1.3175
543,0.0178,-0.0008,0.0636,1.316
544,0.0095,0.0014,0.0426,1.3214
545,0.016,0.0008,0.0566,1.3182
546,0.0068,0.0008,0.0385,1.3213
547,0.0265,0.0009,0.0775,1.3211
548,0.0071,-0.0001,0.0408,1.3195
549,0.0155,0.0004,0.0567,1.3288
550,-0.016,-0.0053,0.0052,1.3313
551,0.024,-0.0002,0.0747,1.314
552,0.0182,-0.0005,0.0638,1.3169
553,0.0164,0.0009,0.0574,1.3141
554,0.0109,-0.0004,0.0489,1.3205
555,-0.0,-0.0011,0.0286,1.3209
556,-0.001,0.0019,0.0207,1.3285
557,0.0367,0.0001,0.0997,1.3277
558,0.0187,-0.0009,0.0656,1.3161
559,-0.002,-0.0002,0.0225,1.3104
560,-0.0103,-0.0006,0.0068,1.3092
561,0.013,-0.0003,0.0528,1.3095
562,0.0262,-0.0013,0.0811,1.3113
563,0.0345,0.0001,0.0952,1.3142
564,0.0219,0.0004,0.0694,1.3145
565,0.0016,0.0004,0.0288,1.3124
566,0.0022,-0.0014,0.0335,1.317
567,0.0117,-0.0003,0.0502,1.3126
568,0.0032,-0.0001,0.0328,1.3107
569,0.034,0.0012,0.0921,1.3199
570,-0.0018,0.0021,0.0184,1.313
571,0.0174,-0.0002,0.0613,1.3062
572,0.0176,0.0011,0.0591,1.3074
573,0.0661,-0.0008,0.16,1.3089
574,0.0515,0.0007,0.1279,1.3158
575,0.0282,0.0005,0.0818,1.3199
576,-0.0018,-0.0002,0.0233,1.324
577,0.0371,0.0001,0.1004,1.3229
578,0.0129,-0.0001,0.0521,1.3093
579,0.0036,0.0014,0.0306,1.3065
580,-0.0076,0.0026,0.0059,1.3085
581,0.023,0.0004,0.0713,1.3058
582,0.0311,-0.0008,0.0902,1.3093
583,0.0378,0.0004,0.1009,1.3091
584,0.0328,0.0005,0.0908,1.3124
585,0.0113,0.0001,0.0485,1.3086
586,0.0075,0.0009,0.0394,1.3093
587,0.0208,0.0005,0.0669,1.3122
588,0.0041,0.0002,0.0338,1.3043
589,0.0014,-0.0012,0.0312,1.3041
590,-0.0084,0.0004,0.0084,1.3044
591,0.0231,0.0005,0.0712,1.2996
592,0.0109,-0.0001,0.0481,1.3006
593,0.052,0.0004,0.1293,1.3013
594,0.0545,0.0014,0.1324,1.309
595,0.031,0.0017,0.0848,1.3145
596,0.0017,0.001,0.0277,1.3206
597,0.0318,-0.0006,0.091,1.316
598,0.0021,0.0021,0.026,1.2994
599,0.0072,0.0022,0.036,1.2954
600,-0.0091,-0.0014,0.0105,1.2951
601,0.0151,0.0008,0.0545,1.2965
602,0.0151,-0.0001,0.0564,1.2974
603,0.0306,0.0004,0.0864,1.2992
604,0.0247,0.0006,0.0742,1.2997
605,-0.0037,-0.0006,0.0196,1.2954
606,-0.0011,-0.0009,0.0255,1.2974
607,0.0026,-0.002,0.0352,1.2997
608,0.0067,-0.0002,0.0398,1.3009
609,0.012,0.0006,0.0488,1.3043
610,-0.0126,-0.004,0.0088,1.3062
611,0.0093,0.0001,0.0443,1.2958
612,0.007,-0.0002,0.0403,1.297
613,0.0512,0.0012,0.1259,1.2968
614,0.0546,0.002,0.1315,1.3118
615,0.0359,-0.0001,0.0982,1.3136
616,0.0235,0.0011,0.0707,1.3032
617,0.0051,0.002,0.0323,1.3001
618,0.0006,-0.0012,0.0297,1.3032
619,0.0473,0.0,0.1207,1.3112
620,-0.0178,-0.0102,0.011,1.3133
621,0.034,0.0,0.0939,1.2978
622,0.0336,-0.0008,0.0948,1.3014
623,0.0286,-0.0006,0.0845,1.3013
624,0.0226,-0.0001,0.0715,1.3025
625,0.0327,0.0006,0.0904,1.3001
626,0.0285,-0.0009,0.085,1.3099
627,0.0281,-0.0005,0.0835,1.3121
628,0.028,-0.0006,0.0832,1.2996
